customer_id,recency,frequency,monetary,R_score,F_score,M_score,RFM_score,segment
C01038,46,1,557.0,2,1,1,4,Hibernating
C01039,13,1,443.0,4,1,1,6,At Risk
C01040,80,7,3207.0,1,5,5,11,Loyal Customers
C01041,109,2,697.0,1,1,1,3,Hibernating
C01042,86,3,1172.0,1,2,2,5,At Risk
C01043,22,9,5059.0,4,5,5,14,Champions
C01044,117,1,447.0,1,1,1,3,Hibernating
C01045,2,3,1219.0,5,2,2,9,Potential Loyalists
C01046,18,6,2853.0,4,5,5,14,Champions
C01047,65,4,1755.0,2,3,3,8,Potential Loyalists
C01048,155,2,953.0,1,1,1,3,Hibernating
C01049,43,3,1212.0,3,2,2,7,Potential Loyalists
C01050,5,4,2134.0,5,3,3,11,Loyal Customers
C01051,3,7,3228.0,5,5,5,15,Champions
C01052,40,3,1855.0,3,2,3,8,Potential Loyalists
C01053,81,4,2213.0,1,3,4,8,Potential Loyalists
C01054,11,3,1952.0,4,2,3,9,Potential Loyalists
C01055,57,4,1810.0,2,3,3,8,Potential Loyalists
C01056,4,8,3380.0,5,5,5,15,Champions
C01057,8,6,3423.0,5,5,5,15,Champions
C01058,95,4,1401.0,1,3,2,6,At Risk
C01059,35,5,2823.0,3,4,5,12,Loyal Customers
C01060,0,6,2637.0,5,5,4,14,Champions
C01061,1,12,5206.0,5,5,5,15,Champions
C01062,25,7,3613.0,3,5,5,13,Champions
C01063,54,1,387.0,2,1,1,4,Hibernating
C01064,91,5,2208.0,1,4,4,9,Potential Loyalists
C01065,30,1,802.0,3,1,1,5,At Risk
C01066,20,9,4253.0,4,5,5,14,Champions
C01067,24,8,3994.0,4,5,5,14,Champions
C01068,19,6,2460.0,4,5,4,13,Champions
C01069,32,3,1193.0,3,2,2,7,Potential Loyalists
C01070,15,4,1563.0,4,3,2,9,Potential Loyalists
C01071,68,2,957.0,2,1,1,4,Hibernating
C01072,22,2,1378.0,4,1,2,7,Potential Loyalists
C01073,51,2,1597.0,2,1,3,6,At Risk
C01074,53,2,441.0,2,1,1,4,Hibernating
C01075,29,3,1704.0,3,2,3,8,Potential Loyalists
C01076,10,5,2600.0,5,4,4,13,Champions
C01077,11,6,2683.0,4,5,4,13,Champions
C01078,101,2,1462.0,1,1,2,4,Hibernating
C01079,21,2,917.0,4,1,1,6,At Risk
C01080,55,2,1048.0,2,1,2,5,At Risk
C01081,14,5,3532.0,4,4,5,13,Champions
C01082,34,3,1722.0,3,2,3,8,Potential Loyalists
C01083,63,5,1832.0,2,4,3,9,Potential Loyalists
C01084,35,1,363.0,3,1,1,5,At Risk
C01085,80,4,2043.0,1,3,3,7,Potential Loyalists
C01086,9,3,1074.0,5,2,2,9,Potential Loyalists
C01087,24,6,3033.0,4,5,5,14,Champions
C01088,91,3,971.0,1,2,1,4,Hibernating
C01089,42,3,1798.0,3,2,3,8,Potential Loyalists
C01092,4,5,2315.0,5,4,4,13,Champions
C01093,8,1,273.0,5,1,1,7,Potential Loyalists
C01094,55,4,1589.0,2,3,2,7,Potential Loyalists
C01095,139,2,1011.0,1,1,1,3,Hibernating
C01096,3,5,2017.0,5,4,3,12,Loyal Customers
C01097,7,3,1214.0,5,2,2,9,Potential Loyalists
C01098,1,5,2644.0,5,4,4,13,Champions
C01099,0,4,2310.0,5,3,4,12,Loyal Customers
C01100,44,1,329.0,2,1,1,4,Hibernating
C01101,15,10,5158.0,4,5,5,14,Champions
C01102,5,5,3322.0,5,4,5,14,Champions
C01103,22,2,1315.0,4,1,2,7,Potential Loyalists
C01104,14,2,916.0,4,1,1,6,At Risk
C01105,14,3,1736.0,4,2,3,9,Potential Loyalists
C01106,36,3,1061.0,3,2,2,7,Potential Loyalists
C01107,18,6,2711.0,4,5,4,13,Champions
C01108,29,4,2696.0,3,3,4,10,Loyal Customers
C01109,49,3,1701.0,2,2,3,7,Potential Loyalists
C01110,58,1,350.0,2,1,1,4,Hibernating
C01111,27,4,1787.0,3,3,3,9,Potential Loyalists
C01112,162,1,623.0,1,1,1,3,Hibernating
C01113,98,4,1526.0,1,3,2,6,At Risk
C01114,35,8,3807.0,3,5,5,13,Champions
C01115,59,5,2086.0,2,4,3,9,Potential Loyalists
C01116,24,3,1483.0,4,2,2,8,Potential Loyalists
C01117,73,5,2072.0,2,4,3,9,Potential Loyalists
C01118,42,6,3203.0,3,5,5,13,Champions
C01119,19,3,2768.0,4,2,4,10,Loyal Customers
C01120,16,3,1923.0,4,2,3,9,Potential Loyalists
C01121,102,1,699.0,1,1,1,3,Hibernating
C01122,7,4,1656.0,5,3,3,11,Loyal Customers
C01123,2,5,2074.0,5,4,3,12,Loyal Customers
C01124,80,2,990.0,1,1,1,3,Hibernating
C01125,44,5,2435.0,2,4,4,10,Loyal Customers
C01126,8,4,2324.0,5,3,4,12,Loyal Customers
C01127,19,3,1883.0,4,2,3,9,Potential Loyalists
C01128,50,4,2664.0,2,3,4,9,Potential Loyalists
C01129,12,6,2253.0,4,5,4,13,Champions
C01130,19,4,2452.0,4,3,4,11,Loyal Customers
C01131,172,1,582.0,1,1,1,3,Hibernating
C01132,2,2,975.0,5,1,1,7,Potential Loyalists
C01133,123,2,1554.0,1,1,2,4,Hibernating
C01134,45,7,2868.0,2,5,5,12,Loyal Customers
C01135,124,1,608.0,1,1,1,3,Hibernating
C01136,77,2,1313.0,1,1,2,4,Hibernating
C01137,14,2,1087.0,4,1,2,7,Potential Loyalists
C01138,27,2,1061.0,3,1,2,6,At Risk
C01139,71,3,1600.0,2,2,3,7,Potential Loyalists
C01140,60,4,2230.0,2,3,4,9,Potential Loyalists
C01141,19,3,1150.0,4,2,2,8,Potential Loyalists
C01142,10,8,4119.0,5,5,5,15,Champions
C01143,37,10,3893.0,3,5,5,13,Champions
C01144,113,2,692.0,1,1,1,3,Hibernating
C01145,7,4,2105.0,5,3,3,11,Loyal Customers
C01146,26,4,2603.0,3,3,4,10,Loyal Customers
C01147,147,2,1215.0,1,1,2,4,Hibernating
C01148,19,8,5465.0,4,5,5,14,Champions
C01149,102,3,1483.0,1,2,2,5,At Risk
C01150,11,5,2167.0,4,4,4,12,Loyal Customers
C01151,146,1,495.0,1,1,1,3,Hibernating
C01152,63,4,1742.0,2,3,3,8,Potential Loyalists
C01153,81,5,2580.0,1,4,4,9,Potential Loyalists
C01154,43,5,2429.0,3,4,4,11,Loyal Customers
C01155,8,3,1713.0,5,2,3,10,Loyal Customers
C01156,76,6,3262.0,1,5,5,11,Loyal Customers
C01157,2,3,2169.0,5,2,4,11,Loyal Customers
C01158,8,2,1033.0,5,1,1,7,Potential Loyalists
C01159,16,5,1668.0,4,4,3,11,Loyal Customers
C01160,38,3,1200.0,3,2,2,7,Potential Loyalists
C01161,1,6,3513.0,5,5,5,15,Champions
C01162,126,2,916.0,1,1,1,3,Hibernating
C01163,108,3,2253.0,1,2,4,7,Potential Loyalists
C01164,64,5,2893.0,2,4,5,11,Loyal Customers
C01165,8,3,1683.0,5,2,3,10,Loyal Customers
C01166,3,6,3836.0,5,5,5,15,Champions
C01167,179,1,888.0,1,1,1,3,Hibernating
C01168,25,3,1459.0,3,2,2,7,Potential Loyalists
C01169,51,2,1364.0,2,1,2,5,At Risk
C01170,11,4,1473.0,4,3,2,9,Potential Loyalists
C01171,36,2,845.0,3,1,1,5,At Risk
C01172,48,7,3416.0,2,5,5,12,Loyal Customers
C01173,49,8,4668.0,2,5,5,12,Loyal Customers
C01174,6,9,4880.0,5,5,5,15,Champions
C01176,25,1,278.0,3,1,1,5,At Risk
C01177,98,4,3164.0,1,3,5,9,Potential Loyalists
C01178,78,4,2285.0,1,3,4,8,Potential Loyalists
C01179,25,3,1283.0,3,2,2,7,Potential Loyalists
C01180,2,3,1239.0,5,2,2,9,Potential Loyalists
C01181,129,2,817.0,1,1,1,3,Hibernating
C01182,92,3,1813.0,1,2,3,6,At Risk
C01183,87,3,1920.0,1,2,3,6,At Risk
C01184,17,5,2609.0,4,4,4,12,Loyal Customers
C01185,36,3,1468.0,3,2,2,7,Potential Loyalists
C01186,1,5,2661.0,5,4,4,13,Champions
C01187,39,5,2178.0,3,4,4,11,Loyal Customers
C01188,11,3,1518.0,4,2,2,8,Potential Loyalists
C01189,97,2,1607.0,1,1,3,5,At Risk
C01190,2,1,512.0,5,1,1,7,Potential Loyalists
C01191,44,4,1680.0,2,3,3,8,Potential Loyalists
C01192,17,1,441.0,4,1,1,6,At Risk
C01193,100,2,1437.0,1,1,2,4,Hibernating
C01194,0,6,2560.0,5,5,4,14,Champions
C01195,1,4,2421.0,5,3,4,12,Loyal Customers
C01196,32,5,2472.0,3,4,4,11,Loyal Customers
C01197,100,2,1088.0,1,1,2,4,Hibernating
C01198,40,4,1821.0,3,3,3,9,Potential Loyalists
C01199,82,6,3122.0,1,5,5,11,Loyal Customers
C01200,60,3,1766.0,2,2,3,7,Potential Loyalists
C01201,44,2,1053.0,2,1,2,5,At Risk
C01202,82,4,2274.0,1,3,4,8,Potential Loyalists
C01203,22,6,3925.0,4,5,5,14,Champions
C01204,34,2,1069.0,3,1,2,6,At Risk
C01205,83,3,1431.0,1,2,2,5,At Risk
C01206,17,7,4171.0,4,5,5,14,Champions
C01207,2,1,458.0,5,1,1,7,Potential Loyalists
C01208,95,2,1021.0,1,1,1,3,Hibernating
C01209,121,2,762.0,1,1,1,3,Hibernating
C01210,13,1,738.0,4,1,1,6,At Risk
C01212,84,3,1703.0,1,2,3,6,At Risk
C01213,70,2,956.0,2,1,1,4,Hibernating
C01214,79,3,2015.0,1,2,3,6,At Risk
C01215,24,7,3882.0,4,5,5,14,Champions
C01216,17,4,1707.0,4,3,3,10,Loyal Customers
C01217,10,4,1833.0,5,3,3,11,Loyal Customers
C01219,2,3,1057.0,5,2,2,9,Potential Loyalists
C01220,0,3,2116.0,5,2,3,10,Loyal Customers
C01221,30,4,1594.0,3,3,2,8,Potential Loyalists
C01222,68,3,1284.0,2,2,2,6,At Risk
C01223,8,3,1471.0,5,2,2,9,Potential Loyalists
C01224,55,4,2623.0,2,3,4,9,Potential Loyalists
C01225,2,2,636.0,5,1,1,7,Potential Loyalists
C01226,15,3,1335.0,4,2,2,8,Potential Loyalists
C01227,25,6,2727.0,3,5,4,12,Loyal Customers
C01228,58,2,1425.0,2,1,2,5,At Risk
C01229,7,5,2362.0,5,4,4,13,Champions
C01230,57,1,382.0,2,1,1,4,Hibernating
C01231,51,3,1198.0,2,2,2,6,At Risk
C01232,115,5,2668.0,1,4,4,9,Potential Loyalists
C01233,66,3,1482.0,2,2,2,6,At Risk
C01234,35,1,409.0,3,1,1,5,At Risk
C01235,41,2,1023.0,3,1,1,5,At Risk
C01236,20,7,3304.0,4,5,5,14,Champions
C01237,1,5,2695.0,5,4,4,13,Champions
C01238,10,4,1940.0,5,3,3,11,Loyal Customers
C01239,64,6,3342.0,2,5,5,12,Loyal Customers
C01240,47,5,2553.0,2,4,4,10,Loyal Customers
C01241,120,1,361.0,1,1,1,3,Hibernating
C01242,50,3,1654.0,2,2,3,7,Potential Loyalists
C01243,10,6,1961.0,5,5,3,13,Champions
C01244,13,4,2028.0,4,3,3,10,Loyal Customers
C01245,13,4,2943.0,4,3,5,12,Loyal Customers
C01246,74,3,1866.0,2,2,3,7,Potential Loyalists
C01247,32,2,968.0,3,1,1,5,At Risk
C01248,157,1,467.0,1,1,1,3,Hibernating
C01249,73,7,2714.0,2,5,4,11,Loyal Customers
C01250,38,2,645.0,3,1,1,5,At Risk
C01251,66,3,1629.0,2,2,3,7,Potential Loyalists
C01252,43,3,1096.0,3,2,2,7,Potential Loyalists
C01253,56,2,1293.0,2,1,2,5,At Risk
C01254,78,1,272.0,1,1,1,3,Hibernating
C01255,125,3,1707.0,1,2,3,6,At Risk
C01256,35,5,3114.0,3,4,5,12,Loyal Customers
C01257,49,5,2032.0,2,4,3,9,Potential Loyalists
C01258,38,3,1258.0,3,2,2,7,Potential Loyalists
C01259,125,3,2008.0,1,2,3,6,At Risk
C01260,167,1,384.0,1,1,1,3,Hibernating
C01261,17,6,4407.0,4,5,5,14,Champions
C01262,14,7,2427.0,4,5,4,13,Champions
C01263,59,5,3073.0,2,4,5,11,Loyal Customers
C01264,56,3,962.0,2,2,1,5,At Risk
C01265,5,3,1505.0,5,2,2,9,Potential Loyalists
C01266,71,4,1570.0,2,3,2,7,Potential Loyalists
C01267,43,5,2905.0,3,4,5,12,Loyal Customers
C01268,22,7,3940.0,4,5,5,14,Champions
C01269,54,3,1572.0,2,2,2,6,At Risk
C01270,60,2,966.0,2,1,1,4,Hibernating
C01271,139,1,579.0,1,1,1,3,Hibernating
C01272,30,7,3370.0,3,5,5,13,Champions
C01273,90,3,1309.0,1,2,2,5,At Risk
C01275,7,4,1986.0,5,3,3,11,Loyal Customers
C01276,96,2,1245.0,1,1,2,4,Hibernating
C01277,11,8,4016.0,4,5,5,14,Champions
C01278,27,2,851.0,3,1,1,5,At Risk
C01280,9,5,1999.0,5,4,3,12,Loyal Customers
C01281,50,3,1794.0,2,2,3,7,Potential Loyalists
C01282,46,2,1173.0,2,1,2,5,At Risk
C01283,9,4,2222.0,5,3,4,12,Loyal Customers
C01284,14,9,4834.0,4,5,5,14,Champions
C01285,50,7,3450.0,2,5,5,12,Loyal Customers
C01286,0,2,1136.0,5,1,2,8,Potential Loyalists
C01287,82,2,1166.0,1,1,2,4,Hibernating
C01288,16,4,2240.0,4,3,4,11,Loyal Customers
C01289,38,3,1138.0,3,2,2,7,Potential Loyalists
C01290,55,3,1678.0,2,2,3,7,Potential Loyalists
C01291,95,6,3661.0,1,5,5,11,Loyal Customers
C01293,87,4,2555.0,1,3,4,8,Potential Loyalists
C01294,92,1,419.0,1,1,1,3,Hibernating
C01295,38,9,6167.0,3,5,5,13,Champions
C01296,2,8,3634.0,5,5,5,15,Champions
C01297,94,3,1220.0,1,2,2,5,At Risk
C01298,86,3,1773.0,1,2,3,6,At Risk
C01299,8,2,939.0,5,1,1,7,Potential Loyalists
C01300,76,2,1188.0,1,1,2,4,Hibernating
C01301,36,3,1430.0,3,2,2,7,Potential Loyalists
C01302,91,2,1189.0,1,1,2,4,Hibernating
C01303,5,4,2034.0,5,3,3,11,Loyal Customers
C01304,73,4,2463.0,2,3,4,9,Potential Loyalists
C01305,15,2,1356.0,4,1,2,7,Potential Loyalists
C01306,109,2,1360.0,1,1,2,4,Hibernating
C01307,9,5,2307.0,5,4,4,13,Champions
C01308,10,4,1685.0,5,3,3,11,Loyal Customers
C01309,20,5,2329.0,4,4,4,12,Loyal Customers
C01310,99,2,2075.0,1,1,3,5,At Risk
C01311,79,9,4348.0,1,5,5,11,Loyal Customers
C01312,64,4,2460.0,2,3,4,9,Potential Loyalists
C01313,25,5,2614.0,3,4,4,11,Loyal Customers
C01314,21,3,1342.0,4,2,2,8,Potential Loyalists
C01316,49,5,2951.0,2,4,5,11,Loyal Customers
C01317,6,8,4038.0,5,5,5,15,Champions
C01318,15,7,3881.0,4,5,5,14,Champions
C01319,45,1,403.0,2,1,1,4,Hibernating
C01320,49,3,1602.0,2,2,3,7,Potential Loyalists
C01321,80,4,1764.0,1,3,3,7,Potential Loyalists
C01322,24,5,2435.0,4,4,4,12,Loyal Customers
C01323,117,2,720.0,1,1,1,3,Hibernating
C01324,11,4,2217.0,4,3,4,11,Loyal Customers
C01325,70,2,993.0,2,1,1,4,Hibernating
C01326,15,4,1628.0,4,3,3,10,Loyal Customers
C01327,27,3,1441.0,3,2,2,7,Potential Loyalists
C01328,39,4,1966.0,3,3,3,9,Potential Loyalists
C01329,90,5,2531.0,1,4,4,9,Potential Loyalists
C01330,9,5,3596.0,5,4,5,14,Champions
C01331,119,3,1665.0,1,2,3,6,At Risk
C01332,62,2,681.0,2,1,1,4,Hibernating
C01333,66,2,819.0,2,1,1,4,Hibernating
C01334,0,7,3051.0,5,5,5,15,Champions
C01335,25,7,2793.0,3,5,4,12,Loyal Customers
C01336,22,2,1271.0,4,1,2,7,Potential Loyalists
C01337,70,2,835.0,2,1,1,4,Hibernating
C01338,23,2,848.0,4,1,1,6,At Risk
C01339,88,6,2768.0,1,5,4,10,Loyal Customers
C01340,136,1,622.0,1,1,1,3,Hibernating
C01341,92,2,872.0,1,1,1,3,Hibernating
C01342,22,6,2447.0,4,5,4,13,Champions
C01343,65,2,1535.0,2,1,2,5,At Risk
C01344,19,3,1692.0,4,2,3,9,Potential Loyalists
C01345,20,6,2618.0,4,5,4,13,Champions
C01346,37,5,2833.0,3,4,5,12,Loyal Customers
C01347,3,6,3213.0,5,5,5,15,Champions
C01348,4,5,2749.0,5,4,4,13,Champions
C01349,56,4,1618.0,2,3,3,8,Potential Loyalists
C01350,81,1,225.0,1,1,1,3,Hibernating
C01351,16,5,2038.0,4,4,3,11,Loyal Customers
C01352,24,6,2730.0,4,5,4,13,Champions
C01353,0,4,1828.0,5,3,3,11,Loyal Customers
C01354,111,2,1107.0,1,1,2,4,Hibernating
C01355,38,2,965.0,3,1,1,5,At Risk
C01356,56,4,2206.0,2,3,4,9,Potential Loyalists
C01357,2,3,1680.0,5,2,3,10,Loyal Customers
C01358,2,4,1621.0,5,3,3,11,Loyal Customers
C01359,38,3,2010.0,3,2,3,8,Potential Loyalists
C01360,30,2,1162.0,3,1,2,6,At Risk
C01361,7,9,4181.0,5,5,5,15,Champions
C01362,45,2,863.0,2,1,1,4,Hibernating
C01363,1,4,1744.0,5,3,3,11,Loyal Customers
C01364,16,4,1737.0,4,3,3,10,Loyal Customers
C01365,68,3,1733.0,2,2,3,7,Potential Loyalists
C01366,24,7,4170.0,4,5,5,14,Champions
C01367,5,7,3911.0,5,5,5,15,Champions
C01368,43,2,646.0,3,1,1,5,At Risk
C01369,49,5,2282.0,2,4,4,10,Loyal Customers
C01370,97,2,1719.0,1,1,3,5,At Risk
C01371,13,1,328.0,4,1,1,6,At Risk
C01372,13,7,3950.0,4,5,5,14,Champions
C01373,45,2,1030.0,2,1,1,4,Hibernating
C01374,115,3,1993.0,1,2,3,6,At Risk
C01375,151,2,1307.0,1,1,2,4,Hibernating
C01376,90,5,2973.0,1,4,5,10,Loyal Customers
C01377,18,4,2678.0,4,3,4,11,Loyal Customers
C01378,53,1,524.0,2,1,1,4,Hibernating
C01379,15,5,2514.0,4,4,4,12,Loyal Customers
C01380,40,2,1068.0,3,1,2,6,At Risk
C01381,5,4,1529.0,5,3,2,10,Loyal Customers
C01382,72,6,3051.0,2,5,5,12,Loyal Customers
C01383,1,4,1833.0,5,3,3,11,Loyal Customers
C01384,36,4,2167.0,3,3,4,10,Loyal Customers
C01385,13,3,1791.0,4,2,3,9,Potential Loyalists
C01386,6,5,2251.0,5,4,4,13,Champions
C01387,27,4,2093.0,3,3,3,9,Potential Loyalists
C01388,44,7,3384.0,2,5,5,12,Loyal Customers
C01389,0,4,2329.0,5,3,4,12,Loyal Customers
C01390,140,1,621.0,1,1,1,3,Hibernating
C01391,38,3,1349.0,3,2,2,7,Potential Loyalists
C01392,4,4,2103.0,5,3,3,11,Loyal Customers
C01393,61,3,1283.0,2,2,2,6,At Risk
C01394,39,6,3822.0,3,5,5,13,Champions
C01395,30,5,2529.0,3,4,4,11,Loyal Customers
C01396,46,5,2762.0,2,4,4,10,Loyal Customers
C01397,37,4,1956.0,3,3,3,9,Potential Loyalists
C01398,84,2,888.0,1,1,1,3,Hibernating
C01399,35,2,944.0,3,1,1,5,At Risk
C01400,2,2,919.0,5,1,1,7,Potential Loyalists
C01401,2,7,3874.0,5,5,5,15,Champions
C01402,61,4,1730.0,2,3,3,8,Potential Loyalists
C01403,17,3,1126.0,4,2,2,8,Potential Loyalists
C01404,50,3,1533.0,2,2,2,6,At Risk
C01405,28,2,1059.0,3,1,2,6,At Risk
C01406,2,6,2586.0,5,5,4,14,Champions
C01407,56,6,2937.0,2,5,5,12,Loyal Customers
C01408,96,1,645.0,1,1,1,3,Hibernating
C01409,49,6,2762.0,2,5,4,11,Loyal Customers
C01410,4,6,2900.0,5,5,5,15,Champions
C01411,101,1,531.0,1,1,1,3,Hibernating
C01412,64,4,2332.0,2,3,4,9,Potential Loyalists
C01413,73,3,1039.0,2,2,1,5,At Risk
C01414,35,1,1475.0,3,1,2,6,At Risk
C01415,102,2,1165.0,1,1,2,4,Hibernating
C01416,12,9,5044.0,4,5,5,14,Champions
C01417,2,4,1811.0,5,3,3,11,Loyal Customers
C01418,56,8,3678.0,2,5,5,12,Loyal Customers
C01419,8,6,3476.0,5,5,5,15,Champions
C01420,70,4,1871.0,2,3,3,8,Potential Loyalists
C01421,11,7,3373.0,4,5,5,14,Champions
C01422,13,3,1642.0,4,2,3,9,Potential Loyalists
C01423,63,8,4010.0,2,5,5,12,Loyal Customers
C01424,120,2,931.0,1,1,1,3,Hibernating
C01426,19,4,1699.0,4,3,3,10,Loyal Customers
C01427,159,1,349.0,1,1,1,3,Hibernating
C01428,91,2,1165.0,1,1,2,4,Hibernating
C01429,123,2,835.0,1,1,1,3,Hibernating
C01430,31,3,1128.0,3,2,2,7,Potential Loyalists
C01431,10,2,965.0,5,1,1,7,Potential Loyalists
C01432,8,3,861.0,5,2,1,8,Potential Loyalists
C01433,61,1,481.0,2,1,1,4,Hibernating
C01434,42,2,1054.0,3,1,2,6,At Risk
C01435,16,4,2184.0,4,3,4,11,Loyal Customers
C01436,27,4,2114.0,3,3,3,9,Potential Loyalists
C01437,13,7,3310.0,4,5,5,14,Champions
C01438,64,5,2399.0,2,4,4,10,Loyal Customers
C01439,14,3,1518.0,4,2,2,8,Potential Loyalists
C01440,68,3,1327.0,2,2,2,6,At Risk
C01441,20,3,1100.0,4,2,2,8,Potential Loyalists
C01442,47,1,301.0,2,1,1,4,Hibernating
C01443,53,4,1717.0,2,3,3,8,Potential Loyalists
C01445,38,4,2612.0,3,3,4,10,Loyal Customers
C01446,29,2,813.0,3,1,1,5,At Risk
C01447,169,1,473.0,1,1,1,3,Hibernating
C01448,32,7,3044.0,3,5,5,13,Champions
C01449,78,4,2309.0,1,3,4,8,Potential Loyalists
C01450,81,2,1433.0,1,1,2,4,Hibernating
C01451,6,3,1240.0,5,2,2,9,Potential Loyalists
C01452,90,2,904.0,1,1,1,3,Hibernating
C01453,21,7,3771.0,4,5,5,14,Champions
C01454,117,2,1128.0,1,1,2,4,Hibernating
C01455,42,4,1892.0,3,3,3,9,Potential Loyalists
C01456,42,5,2386.0,3,4,4,11,Loyal Customers
C01457,43,6,3418.0,3,5,5,13,Champions
C01458,3,1,502.0,5,1,1,7,Potential Loyalists
C01459,11,4,1922.0,4,3,3,10,Loyal Customers
C01460,9,6,2914.0,5,5,5,15,Champions
C01461,8,6,3592.0,5,5,5,15,Champions
C01462,44,6,3352.0,2,5,5,12,Loyal Customers
C01463,31,5,1981.0,3,4,3,10,Loyal Customers
C01464,29,10,5213.0,3,5,5,13,Champions
C01465,95,2,1282.0,1,1,2,4,Hibernating
C01466,16,3,1675.0,4,2,3,9,Potential Loyalists
C01467,0,4,2354.0,5,3,4,12,Loyal Customers
C01468,10,4,2708.0,5,3,4,12,Loyal Customers
C01469,100,7,3608.0,1,5,5,11,Loyal Customers
C01470,155,1,294.0,1,1,1,3,Hibernating
C01471,19,5,2316.0,4,4,4,12,Loyal Customers
C01472,78,4,1799.0,1,3,3,7,Potential Loyalists
C01473,38,2,966.0,3,1,1,5,At Risk
C01474,76,4,2347.0,1,3,4,8,Potential Loyalists
C01475,61,3,1070.0,2,2,2,6,At Risk
C01476,94,3,1301.0,1,2,2,5,At Risk
C01477,8,5,2252.0,5,4,4,13,Champions
C01478,119,1,824.0,1,1,1,3,Hibernating
C01479,74,2,886.0,2,1,1,4,Hibernating
C01480,16,5,2317.0,4,4,4,12,Loyal Customers
C01481,140,1,741.0,1,1,1,3,Hibernating
C01482,54,2,973.0,2,1,1,4,Hibernating
C01483,31,7,4246.0,3,5,5,13,Champions
C01484,180,1,218.0,1,1,1,3,Hibernating
C01485,126,2,934.0,1,1,1,3,Hibernating
C01486,12,4,1543.0,4,3,2,9,Potential Loyalists
C01487,14,5,2431.0,4,4,4,12,Loyal Customers
C01488,24,1,579.0,4,1,1,6,At Risk
C01489,9,4,2579.0,5,3,4,12,Loyal Customers
C01490,10,6,4027.0,5,5,5,15,Champions
C01491,33,5,2735.0,3,4,4,11,Loyal Customers
C01492,6,5,4312.0,5,4,5,14,Champions
C01493,12,4,1802.0,4,3,3,10,Loyal Customers
C01494,35,3,1494.0,3,2,2,7,Potential Loyalists
C01495,63,6,4082.0,2,5,5,12,Loyal Customers
C01496,3,2,696.0,5,1,1,7,Potential Loyalists
C01497,78,1,312.0,1,1,1,3,Hibernating
C01498,16,3,1508.0,4,2,2,8,Potential Loyalists
C01499,62,4,1951.0,2,3,3,8,Potential Loyalists
C01500,9,4,1675.0,5,3,3,11,Loyal Customers
C01501,8,5,2517.0,5,4,4,13,Champions
C01502,8,4,1650.0,5,3,3,11,Loyal Customers
C01503,12,2,1207.0,4,1,2,7,Potential Loyalists
C01504,44,6,2683.0,2,5,4,11,Loyal Customers
C01505,36,3,1802.0,3,2,3,8,Potential Loyalists
C01506,0,2,1556.0,5,1,2,8,Potential Loyalists
C01507,54,2,820.0,2,1,1,4,Hibernating
C01508,14,3,1302.0,4,2,2,8,Potential Loyalists
C01509,29,5,3324.0,3,4,5,12,Loyal Customers
C01510,10,4,1847.0,5,3,3,11,Loyal Customers
C01511,69,6,3260.0,2,5,5,12,Loyal Customers
C01512,44,2,901.0,2,1,1,4,Hibernating
C01513,50,4,1735.0,2,3,3,8,Potential Loyalists
C01514,9,5,2154.0,5,4,4,13,Champions
C01515,115,2,1097.0,1,1,2,4,Hibernating
C01516,2,4,2034.0,5,3,3,11,Loyal Customers
C01517,36,5,2540.0,3,4,4,11,Loyal Customers
C01518,10,6,2374.0,5,5,4,14,Champions
C01519,51,2,995.0,2,1,1,4,Hibernating
C01520,58,2,904.0,2,1,1,4,Hibernating
C01521,39,1,228.0,3,1,1,5,At Risk
C01522,69,2,934.0,2,1,1,4,Hibernating
C01523,52,3,1689.0,2,2,3,7,Potential Loyalists
C01524,96,5,1704.0,1,4,3,8,Potential Loyalists
C01525,4,4,2551.0,5,3,4,12,Loyal Customers
C01526,32,5,2372.0,3,4,4,11,Loyal Customers
C01527,10,6,3311.0,5,5,5,15,Champions
C01528,25,6,2994.0,3,5,5,13,Champions
C01529,30,3,1759.0,3,2,3,8,Potential Loyalists
C01530,15,3,1389.0,4,2,2,8,Potential Loyalists
C01531,23,4,1395.0,4,3,2,9,Potential Loyalists
C01532,28,3,1511.0,3,2,2,7,Potential Loyalists
C01533,30,3,1133.0,3,2,2,7,Potential Loyalists
C01534,24,1,562.0,4,1,1,6,At Risk
C01535,43,1,218.0,3,1,1,5,At Risk
C01536,38,5,2561.0,3,4,4,11,Loyal Customers
C01537,12,3,2820.0,4,2,5,11,Loyal Customers
C01538,93,4,1904.0,1,3,3,7,Potential Loyalists
C01539,33,6,2345.0,3,5,4,12,Loyal Customers
C01540,75,3,1636.0,1,2,3,6,At Risk
C01541,7,4,2350.0,5,3,4,12,Loyal Customers
C01542,25,3,1406.0,3,2,2,7,Potential Loyalists
C01543,49,4,1816.0,2,3,3,8,Potential Loyalists
C01544,5,4,2141.0,5,3,4,12,Loyal Customers
C01546,7,3,1553.0,5,2,2,9,Potential Loyalists
C01547,24,3,1817.0,4,2,3,9,Potential Loyalists
C01548,18,6,2805.0,4,5,4,13,Champions
C01549,9,4,2344.0,5,3,4,12,Loyal Customers
C01550,85,3,1498.0,1,2,2,5,At Risk
C01551,81,1,663.0,1,1,1,3,Hibernating
C01552,31,5,2738.0,3,4,4,11,Loyal Customers
C01553,0,4,2131.0,5,3,3,11,Loyal Customers
C01554,91,4,1788.0,1,3,3,7,Potential Loyalists
